GM102B_rel,GM302B_rel,GM502B_rel,GM702B_rel,color,source
-4,1,-1,-1,purple,air
-4,1,-1,-1,purple,air
-4,1,-1,-1,purple,air
-4,1,-1,-1,purple,air
-4,1,-1,-1,purple,air
-4,1,-1,-1,purple,air
0,0,0,0,purple,air
0,0,0,0,purple,air
0,0,0,0,purple,air
0,0,0,0,purple,air
0,1,0,0,purple,air
0,1,1,2,purple,air
0,0,1,3,purple,air
0,0,1,4,purple,air
0,0,1,4,purple,air
-1,0,0,4,purple,air
-1,1,0,5,purple,air
-1,1,0,5,purple,air
-1,1,0,6,purple,air
-1,1,0,7,purple,air
-2,1,0,7,purple,air
-3,1,0,7,purple,air
-3,1,0,7,purple,air
-3,1,0,7,purple,air
-3,2,0,7,purple,air
-3,2,-1,7,purple,air
-4,2,-1,7,purple,air
-4,2,-1,7,purple,air
-4,2,-2,6,purple,air
-4,2,-2,6,purple,air
-4,2,-2,6,purple,air
-4,2,-2,6,purple,air
-5,2,-2,6,purple,air
-5,2,-2,6,purple,air
-5,2,-2,6,purple,air
-6,2,-2,6,purple,air
-6,2,-3,5,purple,air
-6,2,-3,5,purple,air
-6,2,-3,5,purple,air
-7,2,-3,5,purple,air
-7,2,-3,5,purple,air
-7,2,-3,5,purple,air
-7,2,-4,5,purple,air
-7,2,-4,5,purple,air
-7,2,-4,5,purple,air
-8,2,-4,4,purple,air
-8,2,-4,4,purple,air
-8,2,-4,4,purple,air
-8,2,-4,4,purple,air
-8,2,-5,4,purple,air
-9,2,-5,4,purple,air
-9,2,-5,3,purple,air
-9,2,-5,3,purple,air
-9,2,-5,3,purple,air
-10,2,-5,3,purple,air
-10,2,-6,3,purple,air
-10,2,-6,3,purple,air
-10,2,-6,3,purple,air
-10,2,-6,2,purple,air
-10,2,-6,2,purple,air
-10,2,-6,2,purple,air
-10,2,-7,1,purple,air
0,0,0,0,purple,air
0,0,0,0,purple,air
0,0,0,0,purple,air
0,0,0,0,purple,air
1,0,0,0,purple,air
1,0,1,1,purple,air
1,0,1,3,purple,air
1,0,1,3,purple,air
1,0,1,3,purple,air
1,0,1,3,purple,air
1,0,1,3,purple,air
1,1,1,3,purple,air
1,1,1,3,purple,air
1,1,1,3,purple,air
1,1,1,3,purple,air
0,1,1,3,purple,air
0,1,1,2,purple,air
0,1,1,2,purple,air
0,1,1,2,purple,air
0,1,1,2,purple,air
0,1,1,2,purple,air
0,1,1,3,purple,air
0,1,1,3,purple,air
0,1,1,2,purple,air
-2,1,1,2,purple,air
-2,1,1,2,purple,air
-2,1,1,1,purple,air
-2,1,0,2,purple,air
-2,1,0,2,purple,air
-1,1,0,2,purple,air
-1,1,0,2,purple,air
-1,2,1,2,purple,air
-2,2,1,1,purple,air
-2,2,1,1,purple,air
-2,2,1,1,purple,air
-2,2,1,1,purple,air
-2,2,1,1,purple,air
-2,2,1,1,purple,air
-2,2,0,0,purple,air
-3,1,0,0,purple,air
-2,1,0,0,purple,air
-2,1,0,1,purple,air
-2,1,0,1,purple,air
-2,1,0,1,purple,air
-2,1,1,1,purple,air
-2,1,1,1,purple,air
-2,2,1,1,purple,air
-2,2,0,1,purple,air
-2,2,0,1,purple,air
-2,2,0,1,purple,air
-2,2,0,1,purple,air
-3,2,0,1,purple,air
-3,2,0,1,purple,air
-4,2,0,1,purple,air
-4,2,0,0,purple,air
-4,2,0,-1,purple,air
